target,inputs,num_large,num_solutions
357,25;6;3;1;2;3,1,8
313,4;6;6;4;2;3,0,0
630,75;9;6;3;7;8,1,216
420,50;50;50;9;4;4,3,11
168,25;100;8;1;10;4,2,291
340,25;25;25;6;6;7,3,0
456,100;25;25;50;3;6,4,125
519,50;100;50;1;6;4,3,5
998,25;25;75;50;7;7,4,0
645,25;50;5;8;3;4,2,110
309,75;50;50;3;10;9,3,17
829,75;1;8;8;3;1,1,7
889,100;25;75;10;10;1,3,115
832,100;50;75;25;7;1,4,73
157,9;3;5;4;9;6,0,113
868,100;6;8;6;1;10,1,23
991,25;100;25;50;10;3,4,3
352,100;50;50;25;2;7,4,74
967,50;25;25;25;9;5,4,0
312,2;4;6;9;10;2,0,139
563,25;100;25;10;2;4,3,32
843,3;7;3;3;1;3,0,0
455,25;3;2;6;10;9,1,118
452,75;100;50;3;5;1,3,41
937,75;1;4;6;9;7,1,0
364,6;6;10;2;3;1,0,51
997,25;75;75;100;9;1,4,1
303,25;75;25;100;6;10,4,19
340,100;10;5;4;7;2,1,299
350,25;75;25;4;1;2,3,120
437,75;100;25;75;8;2,4,4
130,100;75;50;2;8;5,3,1441
984,100;25;50;75;7;7,4,0
127,7;1;4;9;7;6,0,126
792,25;7;1;2;1;7,1,0
748,100;1;1;10;7;5,1,10
290,5;7;4;9;6;1,0,88
445,100;3;4;4;4;10,1,15
535,50;25;75;50;6;6,4,0
789,4;6;8;6;7;2,0,0
331,25;75;3;8;6;9,2,47
539,100;50;10;5;2;8,2,7
612,3;3;8;2;9;10,0,36
149,100;50;3;8;5;8,2,285
909,4;3;3;4;9;3,0,0
635,25;100;75;9;2;3,3,28
291,100;100;100;9;10;5,3,69
981,50;50;9;6;9;9,2,8
836,25;75;25;50;2;5,4,0
187,5;5;9;7;4;4,0,24
390,100;8;10;2;2;10,1,75
122,75;100;50;4;8;6,3,154
886,50;5;6;9;4;4,1,9
256,50;25;3;5;2;8,2,313
868,25;9;7;4;6;10,1,37
637,75;50;10;4;5;8,2,37
400,50;75;2;2;6;6,2,131
584,25;3;6;8;4;6,1,98
235,4;4;7;2;6;5,0,56
205,25;6;2;10;1;1,1,38
874,25;9;6;7;10;3,1,17
851,50;100;50;2;6;2,3,3
355,50;75;25;100;9;2,4,23
742,75;100;100;25;10;5,4,18
656,75;10;10;8;5;1,1,48
105,100;25;3;2;9;2,2,168
424,50;25;9;2;9;4,2,49
748,50;10;6;3;1;4,1,41
814,5;10;2;7;1;1,0,0
948,4;2;5;5;10;1,0,3
864,50;25;100;100;1;8,4,2
579,100;100;1;1;1;1,2,0
750,75;100;50;8;4;4,3,303
324,100;25;5;8;6;9,2,143
951,100;25;100;2;1;9,3,21
968,100;75;50;2;4;5,3,4
388,25;100;75;75;4;8,4,10
248,25;7;8;1;10;1,1,46
958,25;75;8;1;9;9,2,2
660,25;7;4;9;2;4,1,27
684,100;100;3;3;8;8,2,27
295,1;2;8;1;1;6,0,0
623,1;4;8;8;1;7,0,3
553,50;75;75;8;4;8,3,0
807,100;75;5;7;10;3,2,64
245,50;100;25;50;2;9,4,19
228,100;50;100;75;4;1,4,637
411,50;50;1;6;7;1,2,0
679,75;3;6;8;4;4,1,63
412,2;3;6;1;3;6,0,0
101,25;75;50;50;4;2,4,309
724,50;75;50;9;7;2,3,10
260,9;2;7;8;3;1,0,106
925,25;7;5;9;10;1,1,55
751,75;5;8;9;2;1,1,101
756,1;5;9;9;10;1,0,6
982,100;100;25;50;4;5,4,3
976,100;3;8;1;9;8,1,40
546,6;3;9;1;8;4,0,22
102,25;75;50;7;10;5,3,1281
582,50;4;9;1;9;7,1,20
870,25;25;75;50;6;8,4,2
440,50;50;100;9;6;8,3,38
633,50;100;5;1;9;4,2,19
767,25;100;25;75;6;1,4,3
240,100;25;25;5;6;4,3,336
412,50;100;100;75;3;8,4,39
435,6;4;8;9;6;4,0,1
878,100;50;2;9;10;5,2,29
927,75;100;75;75;1;5,4,0
927,75;25;50;7;1;10,3,19
448,75;50;100;10;10;6,3,43
738,25;7;8;1;4;10,1,25
449,50;75;100;100;4;9,4,9
290,8;9;4;4;1;2,0,46
396,9;4;10;9;5;10,0,89
670,50;25;1;1;5;3,2,0
752,75;25;75;3;4;9,3,28
460,7;5;9;4;9;10,0,63
987,25;7;2;7;10;6,1,24
241,6;1;5;8;1;1,0,44
598,100;6;3;10;9;1,1,94
535,75;4;6;8;8;2,1,9
573,25;25;2;4;10;2,2,18
604,75;25;100;7;5;6,3,17
741,3;7;4;4;4;8,0,1
719,50;100;9;4;3;4,2,4
974,100;50;25;3;6;10,3,13
722,75;7;6;9;4;4,1,48
880,50;100;100;5;10;1,3,39
788,100;75;6;3;7;8,2,37
946,50;1;10;9;7;7,1,3
418,75;75;8;8;1;9,2,2
649,75;75;75;50;9;8,4,6
108,75;50;50;9;9;1,3,79
347,75;100;75;100;6;3,4,392
684,4;4;2;9;3;1,0,6
164,2;2;10;3;1;9,0,37
669,75;75;9;5;4;8,2,69
355,50;25;75;50;2;10,4,65
728,25;100;7;5;2;9,2,84
503,50;50;100;50;8;2,4,16
269,25;100;6;7;5;6,2,46
848,50;75;100;7;1;2,3,34
811,100;50;50;25;1;2,4,0
415,100;1;5;1;4;3,1,66
516,25;50;4;2;10;8,2,74
674,75;100;75;3;9;2,3,3
165,75;50;25;4;9;3,3,247
723,10;1;9;6;8;8,0,52
426,100;50;4;9;10;4,2,53
309,25;75;2;10;10;3,2,42
566,75;50;50;25;6;3,4,15
905,25;50;50;25;6;1,4,0
643,100;6;4;6;6;9,1,15
683,75;75;25;75;10;7,4,5
187,50;7;8;1;9;8,1,40
483,50;100;100;100;7;1,4,0
266,10;5;10;1;8;2,0,21
335,5;7;6;8;10;3,0,74
464,75;100;5;1;4;4,2,72
643,50;75;25;2;4;9,3,29
527,25;75;25;1;1;10,3,9
692,100;50;10;1;5;1,2,0
448,75;9;10;4;8;5,1,157
293,75;100;50;100;10;9,4,2
713,50;4;10;10;6;9,1,24
285,75;50;75;5;4;4,3,15
101,7;10;4;3;5;10,0,380
861,9;1;2;8;9;4,0,0
196,75;3;4;1;4;9,1,42
391,100;100;9;10;4;7,2,20
112,9;6;9;4;4;2,0,183
877,25;25;50;4;2;7,3,34
268,100;75;25;2;5;3,3,76
153,25;25;100;5;7;5,3,322
686,100;6;10;4;8;10,1,64
115,75;50;100;25;6;10,4,726
561,50;25;75;3;4;2,3,14
808,100;1;9;4;7;6,1,98
321,100;75;50;50;7;9,4,0
226,3;1;2;3;1;8,0,0
456,50;75;75;10;3;8,3,168
863,75;100;75;10;9;8,3,5
160,50;8;5;3;3;7,1,300
958,50;25;50;9;4;9,3,3
423,75;100;100;6;8;6,3,112
258,75;4;3;7;9;1,1,200
546,25;100;50;8;3;6,3,57
954,100;75;10;6;1;6,2,32
460,50;6;6;7;8;6,1,11
404,25;25;25;100;5;1,4,13
873,75;7;3;10;8;2,1,33
445,100;7;7;3;10;2,1,33
227,50;25;9;2;3;3,2,179
249,75;100;75;1;10;7,3,30
887,100;25;4;2;6;3,2,11
711,50;50;8;8;5;5,2,2
366,75;100;25;25;10;4,4,3
683,75;75;2;2;7;9,2,25
526,50;100;100;50;5;3,4,0
345,3;1;1;6;9;8,0,2
451,3;8;3;6;10;2,0,14
806,50;25;25;2;8;10,3,12
119,100;100;1;5;6;1,2,15
401,100;100;4;9;8;5,2,42
652,50;50;100;75;3;8,4,4
698,50;50;50;1;3;2,3,3
523,9;2;4;7;10;9,0,59
276,4;8;8;7;10;6,0,114
948,100;75;75;10;3;10,3,0
132,25;100;100;50;10;9,4,47
341,25;75;50;7;2;5,3,260
190,50;25;25;50;6;5,4,102
272,100;75;75;3;4;5,3,77
490,75;25;10;5;4;1,2,121
389,25;25;3;6;6;4,2,15
564,100;25;8;1;1;6,2,12
452,100;50;50;1;10;7,3,10
962,50;75;6;5;9;3,2,7
142,5;8;4;5;7;4,0,33
130,100;50;2;3;9;1,2,362
773,25;50;50;100;1;6,4,0
762,50;8;3;8;3;5,1,9
764,9;10;1;1;7;5,0,4
435,25;25;100;50;4;4,4,3
720,100;75;50;7;1;4,3,113
513,1;2;2;4;7;8,0,3
881,100;100;100;50;6;4,4,0
356,50;10;2;8;7;4,1,258
738,100;75;100;50;7;3,4,0
645,100;50;25;6;4;10,3,23
540,25;9;5;3;8;7,1,287
568,25;25;100;7;4;10,3,51
766,100;75;100;4;4;9,3,17
296,75;75;75;8;6;7,3,0
969,6;7;7;3;10;9,0,6
974,10;6;1;6;9;3,0,0
109,100;25;4;3;9;6,2,1221
550,1;6;5;8;2;9,0,28
330,25;9;4;1;8;6,1,130
415,100;2;7;8;2;6,1,101
653,50;100;3;9;5;9,2,28
488,6;9;3;5;6;6,0,0
706,5;3;8;3;2;1,0,0
973,25;1;8;1;9;3,1,1
841,25;25;2;9;7;5,2,29
817,25;1;1;6;8;7,1,11
863,50;100;75;100;5;7,4,6
718,100;75;100;50;8;4,4,30
740,5;1;2;10;4;5,0,3
426,25;50;25;4;1;4,3,64
492,50;8;8;2;8;8,1,23
453,1;8;3;4;2;9,0,4
772,75;25;75;1;2;7,3,15
886,75;50;25;4;9;9,3,24
631,100;3;2;9;7;4,1,46
333,25;75;25;75;9;4,4,20
827,75;75;3;9;2;5,2,42
740,50;3;1;10;3;9,1,20
667,25;75;75;1;4;2,3,3
261,25;75;3;10;5;9,2,116
309,25;100;50;10;3;9,3,84
603,100;75;6;7;10;3,2,23
534,6;2;6;6;3;9,0,28
770,1;7;10;4;9;4,0,15
281,9;10;10;9;9;4,0,0
638,100;50;10;9;10;7,2,11
155,100;75;25;75;5;9,4,238
303,75;50;50;50;10;7,4,0
718,50;25;2;9;5;5,2,35
355,25;5;6;3;3;2,1,62
282,75;25;25;100;4;3,4,68
859,25;2;7;3;4;2,1,0
630,7;10;3;5;2;8,0,229
642,7;8;9;8;10;2,0,35
859,75;7;9;6;6;10,1,19
178,8;4;3;2;6;4,0,61
232,25;1;6;6;3;7,1,58
831,2;2;10;3;8;3,0,0
300,50;25;100;50;8;5,4,524
909,100;1;1;3;4;1,1,11
989,100;50;100;75;9;10,4,12
666,8;4;10;9;4;1,0,9
908,50;50;10;7;7;8,2,6
815,50;100;8;7;10;2,2,31
535,100;6;9;9;8;3,1,37
275,50;100;75;1;8;6,3,79
597,100;100;10;1;4;1,2,5
306,75;6;5;8;6;4,1,67
213,50;5;4;10;5;5,1,6
480,25;50;50;8;3;9,3,161
176,75;25;25;25;3;10,4,11
727,100;75;2;3;6;10,2,36
968,25;75;75;75;9;6,4,0
517,50;3;4;6;1;3,1,22
217,75;50;4;4;7;9,2,56
908,100;75;50;100;9;2,4,3
245,75;25;25;9;10;8,3,99
887,50;25;1;10;10;4,2,0
603,10;2;8;2;2;10,0,0
184,100;9;6;4;8;1,1,237
592,4;5;10;5;2;6,0,42
812,25;6;5;8;4;9,1,45
719,25;50;100;50;7;7,4,16
119,100;7;3;10;5;10,1,731
417,10;3;9;7;9;9,0,11
715,4;2;3;2;1;7,0,0
184,75;5;2;3;5;1,1,38
437,25;50;25;5;7;6,3,112
282,100;100;100;3;6;6,3,59
718,50;100;100;50;1;6,4,0
806,100;100;100;75;5;3,4,1
672,5;6;10;4;2;2,0,53
889,100;100;100;50;5;3,4,0
835,75;50;50;50;2;5,4,19
706,50;5;1;4;5;2,1,3
784,75;50;50;8;5;1,3,3
571,5;2;2;4;3;9,0,0
167,50;25;2;1;2;9,2,87
280,50;25;2;5;7;9,2,296
416,50;75;75;7;10;2,3,37
133,100;25;100;25;9;2,4,51
216,100;100;50;25;6;10,4,160
758,25;5;10;9;6;7,1,63
367,100;25;75;8;7;9,3,145
456,7;6;4;2;5;2,0,35
717,25;50;75;50;1;7,4,5
343,9;6;8;3;6;4,0,8
495,8;1;5;4;7;8,0,51
228,100;25;25;4;2;7,3,173
738,25;75;25;75;4;1,4,0
407,5;9;8;7;7;1,0,50
776,8;10;7;5;1;9,0,24
412,50;25;100;1;10;5,3,5
975,100;100;7;10;4;7,2,38
984,100;100;50;1;8;1,3,0
679,8;5;9;6;6;8,0,6
736,5;4;7;5;8;6,0,38
994,50;50;50;25;6;5,4,90
458,100;100;50;50;10;10,4,0
751,75;75;75;7;5;5,3,4
212,25;25;7;2;4;10,2,309
109,75;8;7;5;4;8,1,216
466,75;50;25;10;8;4,3,38
654,75;7;7;4;7;8,1,0
108,100;2;3;3;3;6,1,437
467,6;3;2;9;8;7,0,19
272,8;4;1;1;3;4,0,6
795,75;6;7;5;8;2,1,62
144,75;3;9;2;9;6,1,680
404,25;25;8;8;7;1,2,1
285,25;100;50;5;2;8,3,277
495,75;75;50;100;2;6,4,0
549,25;6;6;6;3;1,1,3
954,100;50;100;50;4;5,4,88
897,1;1;2;4;3;6,0,0
828,75;50;50;2;2;2,3,0
584,100;75;5;1;2;1,2,4
132,50;9;5;8;4;4,1,100
125,25;7;3;6;9;4,1,719
745,100;100;100;10;2;10,3,0
868,50;50;25;4;10;5,3,0
626,75;3;1;3;8;2,1,30
774,50;100;100;100;7;1,4,0
333,75;1;9;9;3;4,1,102
733,5;7;5;5;6;9,0,2
281,100;5;10;4;7;9,1,34
507,50;100;25;50;3;4,4,3
760,25;50;1;10;8;8,2,144
606,4;6;7;1;9;8,0,11
119,75;4;10;4;10;4,1,21
581,7;3;4;1;1;7,0,3
600,7;5;9;4;8;6,0,228
786,75;50;100;4;9;9,3,5
947,25;1;6;6;3;10,1,14
953,3;2;4;8;9;1,0,0
895,2;2;9;9;10;8,0,0
779,75;75;75;100;9;5,4,21
147,100;75;100;25;2;6,4,197
867,25;75;25;100;4;4,4,1
428,75;100;6;6;10;9,2,15
434,3;4;6;1;3;10,0,4
542,50;7;2;5;5;5,1,1
389,1;3;6;1;2;6,0,0
864,50;100;25;9;1;6,3,25
307,25;50;50;5;6;8,3,49
705,75;25;100;7;6;5,3,107
575,75;3;10;10;1;9,1,12
845,100;100;7;9;8;2,2,30
354,100;25;50;75;2;8,4,36
982,25;100;5;7;6;2,2,20
844,100;75;50;7;6;1,3,40
833,5;9;10;7;7;7,0,50
325,100;8;8;1;4;4,1,33
591,25;25;75;2;1;5,3,6
731,75;10;4;3;9;1,1,37
934,75;75;50;9;10;10,3,6
132,50;3;6;1;4;2,1,248
555,100;25;50;1;1;4,3,12
879,25;25;6;1;7;9,2,3
177,6;10;5;2;1;10,0,35
963,75;50;1;6;4;5,2,1
825,50;50;100;100;4;10,4,9
405,50;1;7;2;3;4,1,109
249,25;75;50;5;2;9,3,60
239,75;75;50;5;7;9,3,37
198,25;25;100;7;1;10,3,18
167,2;7;8;2;2;3,0,40
499,75;25;25;75;7;8,4,3
373,6;5;6;4;3;9,0,20
679,50;9;5;3;3;4,1,23
636,1;7;7;8;7;2,0,8
680,50;9;9;1;1;9,1,11
640,75;100;75;75;8;2,4,4
390,75;100;25;75;9;2,4,6
968,75;75;1;5;10;9,2,0
277,25;75;8;1;3;7,2,52
484,75;25;50;8;6;8,3,55
338,75;50;75;10;7;8,3,24
726,100;7;7;9;1;3,1,45
278,75;75;2;7;8;3,2,64
123,100;75;100;25;3;6,4,88
788,2;8;2;6;2;10,0,0
206,25;75;75;9;4;1,3,8
837,100;8;7;3;7;3,1,27
264,100;100;75;3;3;6,3,5
723,2;1;3;7;7;1,0,0
895,5;7;2;3;5;8,0,5
980,3;2;4;2;8;5,0,9
579,25;50;9;1;1;3,2,4
683,50;25;100;50;2;6,4,0
215,25;25;50;3;2;9,3,71
903,75;75;75;25;1;4,4,4
875,100;6;1;4;4;9,1,43
239,8;9;7;3;1;10,0,113
422,75;100;9;5;3;10,2,82
499,3;9;5;6;8;5,0,14
593,10;1;3;9;8;6,0,10
165,4;3;4;3;3;6,0,25
786,25;75;100;25;3;4,4,0
607,5;7;4;3;10;4,0,19
398,100;50;1;4;6;6,2,41
586,75;4;7;2;8;5,1,245
989,25;50;9;1;9;4,2,7
856,50;25;3;5;1;1,2,0
314,10;8;6;2;8;6,0,65
185,1;7;9;10;8;6,0,55
747,100;1;9;4;1;4,1,3
557,75;100;75;75;5;8,4,1
536,75;50;3;3;10;7,2,39
253,100;100;100;2;1;2,3,60
974,75;25;50;100;5;9,4,0
324,25;9;5;2;5;7,1,243
839,25;50;100;25;3;6,4,0
205,100;75;50;50;4;2,4,7
147,75;50;10;4;10;2,2,785
913,75;7;4;9;2;6,1,22
677,100;75;100;100;7;10,4,0
103,50;75;2;2;10;10,2,168
205,5;10;3;6;8;3,0,89
807,50;50;10;8;6;10,2,9
209,25;25;4;6;5;8,2,93
722,2;6;8;9;2;8,0,22
205,75;6;4;2;2;2,1,8
382,3;8;3;4;7;8,0,0
227,75;50;7;10;6;5,2,195
881,25;25;8;2;8;9,2,1
673,100;75;6;9;2;6,2,68
167,50;100;3;6;1;5,2,101
963,5;1;9;2;10;1,0,0
669,50;100;3;2;1;4,2,5
880,75;75;75;75;10;5,4,3
525,6;2;7;1;4;10,0,15
323,50;25;50;50;9;5,4,0
978,75;50;50;25;2;8,4,0
197,50;50;100;3;10;4,3,539
373,4;3;5;4;6;7,0,7
819,75;100;2;4;8;4,2,1
241,6;7;6;10;7;7,0,28
327,75;75;50;25;6;3,4,25
392,2;6;5;1;8;6,0,36
875,25;75;9;3;2;4,2,176
942,4;2;4;6;5;8,0,6
696,1;2;2;10;2;9,0,0
717,100;75;50;100;7;5,4,5
277,100;100;25;1;3;2,3,148
163,25;75;25;7;6;9,3,105
681,100;50;50;8;9;2,3,4
596,75;5;2;6;5;5,1,3
179,100;50;100;5;6;7,3,129
260,75;3;2;2;2;9,1,59
453,25;2;2;10;7;10,1,13
369,7;9;7;4;10;9,0,114
897,75;100;2;3;8;4,2,49
799,3;1;7;2;3;4,0,0
660,100;50;50;3;3;9,3,6
851,75;100;75;100;5;6,4,0
542,100;25;25;1;8;3,3,7
698,25;25;50;3;8;10,3,24
861,50;75;6;9;1;2,2,7
491,100;50;100;75;10;10,4,6
730,50;25;9;2;7;5,2,117
656,75;75;25;50;4;1,4,0
622,25;3;4;7;9;9,1,12
492,50;10;1;5;3;1,1,127
284,75;1;2;9;10;7,1,18
940,25;100;50;9;6;3,3,3
541,25;25;100;10;10;10,3,0
738,50;75;50;75;10;9,4,2
952,7;7;3;5;8;2,0,59
982,75;9;1;9;2;8,1,1
345,50;100;8;10;1;2,2,22
517,1;8;2;5;8;9,0,8
900,75;4;4;2;1;6,1,341
498,100;50;7;2;2;10,2,42
937,100;25;9;5;5;1,2,1
149,100;100;9;6;8;3,2,128
227,100;100;100;25;9;2,4,41
823,100;6;2;10;3;3,1,2
863,3;6;3;10;3;8,0,0
939,7;5;1;3;8;5,0,0
528,100;75;4;1;10;9,2,75
895,50;7;1;6;4;7,1,7
764,100;10;10;6;8;9,1,20
312,50;1;3;1;1;3,1,21
856,50;25;6;2;2;2,2,2
441,50;50;3;6;2;1,2,29
925,5;3;4;9;8;7,0,33
250,7;8;1;10;3;3,0,83
577,1;1;10;1;5;1,0,0
300,8;5;2;2;6;6,0,169
191,75;25;25;9;6;6,3,45
419,7;1;1;1;6;1,0,0
151,50;50;25;5;2;5,3,24
396,25;7;7;3;6;8,1,49
444,50;25;10;6;3;8,2,278
139,50;9;9;3;3;7,1,112
462,75;4;3;5;3;5,1,22
455,75;9;7;10;7;1,1,33
234,25;75;50;7;9;7,3,184
674,75;25;75;25;2;1,4,39
746,50;50;100;9;5;10,3,10
369,50;25;25;25;10;9,4,8
556,100;100;25;9;4;2,3,22
743,100;75;8;5;5;1,2,28
290,75;25;75;2;5;5,3,152
444,50;50;75;25;8;1,4,4
927,75;25;10;8;5;7,2,54
497,25;100;2;7;10;3,2,101
273,50;100;75;1;4;10,3,0
239,100;75;25;75;2;4,4,27
745,50;50;50;7;5;3,3,18
817,25;75;100;3;10;5,3,113
301,75;50;50;75;8;10,4,1
260,75;75;50;100;6;4,4,66
855,75;75;9;2;7;7,2,1
463,100;50;4;3;6;6,2,18
723,8;9;4;7;1;7,0,0
470,3;8;10;4;2;5,0,89
155,50;2;3;4;4;8,1,57
414,50;50;8;3;9;1,2,57
109,25;50;8;2;4;6,2,251
885,25;25;25;3;10;2,3,13
296,75;6;9;2;9;3,1,18
565,2;10;2;3;1;10,0,0
485,50;7;7;5;2;7,1,33
156,10;2;1;4;8;10,0,151
805,50;75;7;3;7;7,2,30
995,50;75;50;4;1;4,3,0
270,2;7;7;7;9;10,0,54
278,25;5;2;4;9;5,1,68
121,75;10;5;8;9;4,1,490
897,50;75;25;100;10;2,4,10
780,25;50;9;1;1;7,2,3
972,50;75;25;75;2;6,4,6
308,50;8;3;6;8;7,1,87
736,5;5;3;6;1;3,0,0
556,50;3;8;9;9;2,1,19
498,75;25;4;10;3;4,2,10
725,50;100;100;100;6;5,4,17
940,50;50;8;10;8;6,2,85
793,100;4;9;4;8;8,1,113
544,75;25;50;8;10;3,3,44
756,25;25;50;75;5;1,4,115
818,50;6;4;8;10;8,1,47
905,3;5;1;2;7;7,0,0
189,6;6;9;4;5;3,0,257
463,100;25;6;7;3;10,2,36
150,100;75;3;4;1;2,2,330
140,100;75;25;9;1;5,3,430
651,100;75;75;25;2;8,4,5
419,100;50;6;1;5;5,2,44
198,100;25;100;50;10;9,4,42
557,100;75;10;4;1;5,2,0
500,75;75;25;7;7;7,3,35
796,5;2;5;7;3;7,0,0
144,100;100;75;25;7;9,4,36
943,50;25;3;5;7;1,2,4
586,50;7;8;9;7;3,1,10
903,100;100;50;100;1;7,4,0
991,9;5;5;5;9;4,0,3
824,50;50;50;7;9;10,3,1
559,100;25;50;2;7;6,3,65
139,10;1;7;2;3;3,0,124
590,75;50;75;8;10;7,3,43
319,6;4;1;8;8;7,0,23
362,9;2;5;4;1;3,0,62
991,25;100;9;7;2;10,2,69
921,50;25;7;5;8;6,2,17
370,2;5;4;1;5;1,0,0
686,8;3;10;7;3;3,0,13
930,25;75;50;5;2;3,3,135
826,100;75;100;75;6;2,4,9
319,100;100;7;8;5;8,2,10
378,100;100;75;75;10;4,4,1
685,50;100;3;3;4;9,2,7
474,2;4;8;2;2;1,0,0
406,100;7;3;3;10;4,1,76
231,6;4;3;2;6;7,0,62
975,100;2;8;1;9;6,1,47
994,75;75;100;100;3;1,4,0
180,75;100;75;25;1;10,4,28
366,25;3;8;10;10;6,1,65
774,75;8;4;2;9;6,1,68
629,10;8;2;1;2;5,0,0
301,4;5;2;4;6;4,0,0
614,100;75;50;5;2;7,3,15
750,75;4;2;5;7;7,1,548
960,75;75;75;9;8;3,3,0
796,50;25;75;3;4;8,3,50
640,50;50;100;50;10;9,4,100
921,50;75;1;6;7;9,2,11
541,100;100;50;10;7;3,3,50
761,25;25;25;50;3;1,4,0
691,25;7;1;7;4;8,1,9
389,25;7;8;4;5;8,1,30
101,7;4;9;2;9;1,0,179
646,25;50;2;6;1;4,2,22
644,75;3;4;3;3;10,1,10
957,50;25;7;6;8;4,2,31
870,2;9;5;6;4;3,0,45
669,1;3;6;1;7;1,0,0
563,100;3;6;5;5;8,1,29
215,75;2;6;8;10;2,1,115
313,50;50;50;50;2;10,4,0
534,75;8;2;3;4;10,1,102
843,25;100;25;1;8;1,3,12
674,75;25;75;1;5;8,3,11
156,50;6;3;4;8;3,1,349
168,2;5;1;6;3;4,0,286
826,100;25;25;75;10;5,4,3
232,50;75;2;10;4;1,2,159
863,75;100;3;2;4;4,2,14
915,75;75;25;3;1;8,3,0
710,5;6;3;10;1;7,0,34
172,75;75;50;9;4;1,3,12
855,75;100;4;4;6;8,2,25
332,75;75;50;75;9;5,4,0
567,75;2;9;3;9;1,1,33
678,50;75;100;25;7;10,4,20
251,100;25;25;7;4;8,3,16
727,100;75;10;4;10;10,2,0
426,9;9;1;2;2;8,0,1
909,25;25;25;1;6;9,3,14
264,100;25;1;10;5;1,2,48
634,7;4;5;1;9;6,0,35
612,25;6;9;5;4;4,1,48
562,75;100;5;4;5;4,2,60
897,25;75;1;8;5;6,2,19
290,1;1;10;9;2;4,0,18
180,4;7;7;3;1;9,0,216
308,100;75;50;50;1;1,4,0
104,25;50;6;8;6;5,2,119
460,75;75;50;6;8;4,3,6
697,100;100;2;9;6;9,2,39
107,100;2;5;5;8;3,1,1520
383,50;50;100;3;4;6,3,10
171,100;50;25;3;8;10,3,342
268,50;75;50;9;6;9,3,9
305,75;4;5;3;7;7,1,92
931,5;10;2;8;1;2,0,0
540,25;75;50;50;7;10,4,216
934,4;8;6;8;2;9,0,2
173,9;9;1;9;8;7,0,3
412,6;1;2;6;3;7,0,0
960,25;25;50;100;4;9,4,3
569,50;7;10;6;10;5,1,36
825,25;50;25;7;2;7,3,44
169,100;100;10;6;8;8,2,1
915,25;9;3;9;5;6,1,17
719,6;6;8;6;2;7,0,0
285,4;2;6;6;1;8,0,48
476,10;7;2;2;6;6,0,32
611,100;100;50;6;2;6,3,3
629,25;75;25;25;10;2,4,8
355,75;25;5;3;10;7,2,262
650,75;3;8;5;1;3,1,24
847,100;25;25;3;5;4,3,17
735,75;25;75;10;7;5,3,215
316,100;25;75;3;8;6,3,99
107,50;25;75;4;9;7,3,285
339,100;5;2;7;3;9,1,187
424,75;8;1;6;6;10,1,42
641,75;9;7;10;6;10,1,13
908,9;8;8;8;10;8,0,0
785,75;3;5;3;10;4,1,56
933,25;1;1;1;2;10,1,0
261,3;5;2;8;2;10,0,22
223,1;9;8;7;1;8,0,1
905,100;7;2;1;8;9,1,43
427,100;50;5;10;8;6,2,43
479,50;100;75;100;2;3,4,0
625,25;8;5;2;10;6,1,236
895,100;5;5;6;9;10,1,83
965,75;75;4;9;2;7,2,10
209,4;2;8;5;9;3,0,190
506,2;6;5;9;6;8,0,34
316,75;25;25;50;9;6,4,104
600,5;8;8;3;2;6,0,159
127,25;75;5;4;7;10,2,216
491,100;8;10;7;10;7,1,12
936,100;75;100;100;3;6,4,9
105,50;2;9;3;7;4,1,733
177,3;4;6;6;9;1,0,67
228,25;50;50;2;1;5,3,229
322,50;75;75;100;5;9,4,4
688,50;25;75;6;10;2,3,29
628,25;50;50;75;3;10,4,119
516,100;6;5;7;7;1,1,16
916,75;1;1;7;9;4,1,1
242,8;3;4;8;8;9,0,32
777,50;50;75;50;3;10,4,0
483,75;100;50;25;3;3,4,3
474,7;1;10;3;2;5,0,0
486,100;50;50;9;3;9,3,54
927,100;25;50;75;5;4,4,2
154,10;6;10;7;2;10,0,185
741,50;75;50;3;1;5,3,1
627,100;25;100;2;3;1,3,7
995,3;7;8;4;4;8,0,0
168,25;100;75;1;9;2,3,117
781,100;100;3;9;2;3,2,6
838,50;2;1;3;9;3,1,3
274,25;50;4;9;6;10,2,200
561,100;25;100;100;2;9,4,0
966,75;25;5;5;4;5,2,0
552,100;8;5;9;3;1,1,83
852,50;10;1;10;6;9,1,15
970,75;25;75;50;5;10,4,37
409,25;50;50;75;4;4,4,34
934,1;3;5;8;2;7,0,0
236,100;75;25;100;6;8,4,511
726,50;3;6;10;2;2,1,47
927,50;25;100;5;6;2,3,12
125,25;9;4;6;7;7,1,283
374,50;75;8;7;4;2,2,66
196,75;25;50;1;3;9,3,123
920,25;50;25;25;5;9,4,33
408,25;100;100;25;7;4,4,14
219,100;50;8;2;7;7,2,25
558,50;75;100;4;5;7,3,72
917,3;2;7;5;4;4,0,0
433,100;1;8;2;6;3,1,17
860,100;25;100;75;5;2,4,25
632,25;2;7;7;10;5,1,48
587,75;8;5;4;5;9,1,162
329,25;25;100;7;9;4,3,60
359,75;6;1;2;5;1,1,52
487,1;9;10;3;4;6,0,35
341,5;8;5;4;3;9,0,28
634,75;50;75;10;4;4,3,14
455,1;5;10;8;10;2,0,48
321,75;50;25;75;5;4,4,221
455,50;25;5;5;3;2,2,78
354,4;2;6;2;1;10,0,11
