target,inputs,num_large,num_solutions
179,75;50;50;100;2;4,4,342
846,75;1;6;8;6;2,1,19
212,2;3;1;7;3;9,0,9
579,4;4;2;7;2;5,0,0
227,100;50;25;8;9;9,3,24
307,100;25;4;2;4;8,2,7
260,50;25;1;3;1;5,2,81
788,75;25;50;4;2;5,3,18
847,50;100;5;7;6;8,2,38
449,75;25;25;9;9;9,3,2
240,50;50;10;10;7;1,2,69
204,2;7;6;5;4;6,0,179
168,25;1;2;2;8;2,1,70
503,100;8;8;2;9;2,1,6
469,75;100;75;100;3;7,4,7
571,6;6;1;3;7;7,0,0
306,100;100;100;3;5;2,3,282
488,25;5;2;6;1;8,1,33
909,75;25;75;75;2;6,4,2
139,1;8;8;7;8;2,0,11
856,25;50;7;10;2;2,2,8
928,100;50;2;8;8;1,2,29
409,100;75;75;75;5;9,4,21
561,50;100;2;9;2;9,2,36
789,25;1;6;3;8;4,1,16
848,75;50;9;9;7;10,2,10
770,1;5;3;7;5;2,0,7
441,50;100;100;50;10;9,4,250
360,25;100;100;25;8;5,4,194
484,10;3;10;10;2;5,0,6
709,25;7;9;1;1;6,1,6
724,25;50;25;100;4;4,4,7
391,50;100;100;50;2;3,4,3
362,25;25;2;4;5;5,2,2
277,25;50;25;9;3;2,3,58
545,1;2;3;6;2;8,0,0
119,75;50;50;100;6;4,4,224
996,50;3;5;8;9;3,1,15
647,25;75;50;5;8;10,3,16
675,50;5;7;3;5;2,1,93
502,50;100;75;6;9;4,3,7
118,25;25;3;3;5;6,2,129
602,75;25;25;2;7;7,3,36
103,100;100;75;4;2;5,3,322
928,50;100;25;10;9;2,3,63
158,100;25;50;50;2;1,4,3
773,25;25;75;9;10;4,3,13
430,50;5;4;9;8;10,1,150
622,4;5;8;2;7;6,0,23
894,75;100;6;10;4;5,2,40
467,100;7;2;7;2;5,1,17
648,100;50;9;1;10;5,2,6
287,100;2;5;10;9;3,1,166
276,25;8;3;6;2;6,1,169
424,50;1;6;5;4;7,1,69
570,100;75;25;25;6;3,4,3
256,75;5;9;10;8;4,1,102
840,100;7;7;7;6;7,1,18
576,75;25;6;1;5;4,2,74
128,7;10;4;6;1;3,0,199
205,25;100;7;7;6;3,2,76
693,1;7;8;1;5;10,0,3
826,50;25;25;100;10;8,4,6
847,25;100;9;5;8;4,2,35
573,25;75;1;6;9;4,2,52
777,75;5;7;2;8;10,1,54
585,50;25;25;25;6;8,4,0
568,75;25;2;6;7;8,2,75
761,100;25;3;10;2;6,2,44
554,100;75;6;5;2;4,2,66
291,50;100;25;1;6;5,3,15
772,50;75;10;10;8;9,2,38
691,100;9;7;5;10;10,1,41
725,50;2;3;4;6;10,1,7
202,50;1;2;1;9;2,1,17
350,75;75;50;100;3;5,4,397
632,2;6;9;6;4;10,0,11
987,25;2;5;2;2;2,1,0
975,50;25;4;5;3;9,2,193
402,25;9;7;7;9;1,1,10
436,6;7;9;2;8;6,0,36
477,25;100;100;50;8;10,4,8
499,100;75;9;7;4;9,2,41
187,100;5;9;2;5;4,1,253
470,10;9;3;8;9;6,0,12
662,75;100;100;4;6;6,3,6
812,1;3;3;1;6;9,0,0
535,100;100;75;10;6;6,3,37
135,50;25;25;3;1;2,3,9
186,1;5;5;2;10;6,0,56
716,50;75;9;8;5;7,2,26
731,75;50;100;6;4;4,3,25
859,50;50;50;6;2;4,3,0
344,50;100;100;100;5;4,4,15
337,50;50;100;9;4;4,3,120
193,25;75;50;5;1;9,3,15
869,75;50;25;100;1;10,4,5
623,75;100;100;50;6;5,4,0
421,25;3;2;5;2;3,1,3
399,3;8;3;10;4;10,0,22
214,50;100;75;8;4;1,3,959
985,50;100;25;100;1;4,4,3
499,25;4;10;2;5;9,1,102
385,4;10;7;5;1;1,0,16
444,100;100;25;75;7;3,4,8
676,7;3;7;2;9;2,0,6
625,25;6;3;1;9;8,1,152
648,25;50;1;7;4;9,2,87
174,100;100;100;5;7;4,3,5
489,100;25;50;8;7;6,3,159
306,100;50;10;8;9;1,2,33
778,50;50;75;2;6;9,3,12
245,75;50;75;75;7;7,4,0
505,50;100;25;50;5;8,4,72
856,50;100;50;100;2;1,4,0
359,6;7;4;1;4;9,0,20
814,100;50;50;3;6;9,3,15
840,50;75;75;100;4;10,4,105
967,100;50;10;5;5;6,2,1
599,75;100;75;3;6;6,3,7
754,100;50;100;9;2;1,3,0
811,75;75;25;4;10;7,3,107
603,7;5;6;5;7;3,0,1
663,6;6;8;4;7;2,0,0
513,100;10;8;7;5;2,1,255
103,50;25;1;4;3;10,2,170
155,1;6;3;7;8;5,0,168
277,25;100;100;50;9;4,4,2
851,50;100;100;100;4;4,4,3
146,100;100;25;10;7;3,3,88
246,100;9;3;2;2;3,1,19
268,25;50;100;50;2;4,4,9
478,50;1;1;8;10;8,1,13
875,50;4;5;3;5;3,1,27
141,100;100;2;10;5;9,2,261
744,50;5;9;1;4;6,1,27
897,10;8;2;9;8;6,0,3
465,75;25;100;1;3;7,3,8
503,100;5;2;4;9;4,1,153
780,25;75;100;1;7;2,3,27
849,100;75;25;75;10;2,4,19
845,75;75;75;25;7;1,4,0
181,50;100;100;4;9;10,3,333
539,50;9;10;6;5;3,1,52
421,3;1;2;3;8;9,0,5
139,6;1;4;8;7;1,0,20
352,25;50;100;5;10;3,3,53
486,1;5;5;2;3;7,0,4
479,75;75;7;5;7;10,2,3
126,100;5;1;3;8;9,1,1050
890,75;100;75;50;10;10,4,95
451,100;50;50;8;8;6,3,16
441,4;5;6;5;5;6,0,1
681,25;25;75;3;9;4,3,18
242,100;50;50;2;7;5,3,52
902,2;10;5;3;3;7,0,3
817,25;100;10;5;10;6,2,0
240,7;2;10;5;10;2,0,230
808,50;8;10;4;9;2,1,95
561,75;9;5;4;4;5,1,3
363,75;50;75;2;3;4,3,47
198,100;50;100;75;2;9,4,38
795,75;25;2;4;7;4,2,14
380,100;5;5;2;4;9,1,119
429,25;75;5;6;6;9,2,93
421,9;7;4;8;3;4,0,18
642,100;25;3;2;9;3,2,14
876,5;9;10;2;2;9,0,0
351,25;50;9;9;4;5,2,162
669,100;10;1;9;7;1,1,1
583,75;25;3;5;6;8,2,148
773,75;25;10;1;10;1,2,9
219,50;75;7;9;6;1,2,104
463,25;100;5;8;1;1,2,15
167,50;9;3;10;6;10,1,153
438,100;50;1;10;5;1,2,60
168,25;50;50;25;7;5,4,94
943,100;25;75;6;7;9,3,38
877,25;25;100;75;9;7,4,8
321,3;1;6;7;6;8,0,31
155,25;50;50;8;5;3,3,132
464,100;50;100;8;2;1,3,13
131,6;5;9;5;9;9,0,25
299,75;2;9;9;5;10,1,70
501,75;25;10;7;2;1,2,103
993,3;3;7;6;10;2,0,0
776,50;3;6;2;8;7,1,59
207,50;100;25;4;5;1,3,31
466,100;10;7;8;2;8,1,78
889,100;100;25;25;10;2,4,0
550,50;50;75;8;5;9,3,77
935,75;75;50;5;3;4,3,33
231,8;3;10;2;6;8,0,31
401,25;75;2;3;5;3,2,49
960,25;100;3;5;3;8,2,316
429,25;2;10;3;8;7,1,47
884,25;100;25;75;3;3,4,5
667,75;25;10;8;4;1,2,46
907,50;50;7;5;4;5,2,6
773,50;25;7;7;5;8,2,20
806,75;50;50;6;2;2,3,9
274,75;75;100;1;3;3,3,18
485,10;5;7;2;1;8,0,46
772,50;50;100;2;2;2,3,0
816,5;5;10;9;7;6,0,17
565,75;100;25;75;4;7,4,0
681,75;25;25;75;3;4,4,0
642,25;1;6;6;7;4,1,16
909,100;50;75;50;5;1,4,0
523,75;25;25;7;1;2,3,62
454,75;75;5;10;3;8,2,4
434,100;25;50;8;2;7,3,155
135,25;25;100;9;3;8,3,291
649,7;10;8;5;6;9,0,82
997,100;100;7;1;4;8,2,18
898,100;25;4;3;10;3,2,5
458,75;75;50;7;7;3,3,6
890,10;5;10;4;1;6,0,23
327,7;6;7;8;8;4,0,19
706,9;8;9;2;4;2,0,0
961,25;50;50;7;5;5,3,0
631,100;2;2;6;5;6,1,58
795,50;9;6;5;8;8,1,11
337,50;50;100;100;9;7,4,91
477,75;100;50;3;3;2,3,115
161,50;50;9;2;4;5,2,117
876,100;100;6;7;3;7,2,16
602,9;9;2;6;8;7,0,18
115,75;10;4;4;4;2,1,113
109,25;100;50;100;1;9,4,41
197,50;75;9;2;1;8,2,42
234,25;9;8;1;10;5,1,186
843,50;50;100;50;6;4,4,0
463,9;9;2;4;5;2,0,18
341,75;100;3;10;3;10,2,7
366,25;2;1;1;9;10,1,0
266,25;50;25;7;7;10,3,36
229,50;25;50;3;2;1,3,24
180,50;5;4;4;1;5,1,302
236,100;25;25;10;9;3,3,32
632,50;25;25;5;10;7,3,164
839,50;75;8;3;2;4,2,17
727,50;100;50;100;4;7,4,7
263,9;2;10;4;8;1,0,16
118,4;5;5;1;5;1,0,2
499,100;75;50;9;10;3,3,6
918,10;1;10;2;2;3,0,2
545,50;1;10;1;1;9,1,0
912,100;100;100;25;1;5,4,0
614,75;50;50;25;6;6,4,22
647,25;50;75;75;5;8,4,4
963,7;1;5;2;3;9,0,3
369,8;5;1;6;5;9,0,25
314,10;7;1;4;3;6,0,44
558,100;100;50;75;1;2,4,0
212,25;2;4;3;5;4,1,155
625,25;75;2;8;4;9,2,206
800,75;100;100;50;10;2,4,232
534,50;100;50;1;9;9,3,3
266,5;6;5;4;10;7,0,36
375,25;1;6;7;9;10,1,172
597,75;2;7;4;8;10,1,284
445,75;100;3;10;5;8,2,141
419,25;75;50;100;7;1,4,0
378,5;7;7;6;8;3,0,269
411,9;6;4;6;4;9,0,5
778,50;25;6;8;9;2,2,58
665,75;50;3;8;4;3,2,26
920,25;50;7;7;8;3,2,32
953,25;25;25;5;1;2,3,0
135,50;50;3;1;2;2,2,15
211,6;10;9;1;7;1,0,17
555,75;100;25;50;1;4,4,1
861,75;75;100;25;9;9,4,3
564,10;7;1;1;7;4,0,5
602,50;25;25;8;1;6,3,49
250,50;25;9;1;6;8,2,190
328,10;7;7;2;6;1,0,25
267,100;75;75;7;9;7,3,0
451,75;100;25;50;3;8,4,52
134,100;25;1;1;7;1,2,81
263,10;5;10;9;10;8,0,1
268,50;50;25;100;5;10,4,7
910,10;7;9;5;8;9,0,164
555,3;5;6;7;9;4,0,49
515,100;9;4;5;10;3,1,113
423,50;3;9;4;8;10,1,191
537,100;50;75;75;10;6,4,18
925,75;50;100;2;3;5,3,165
198,100;50;8;10;4;5,2,232
880,2;10;2;4;2;10,0,33
326,4;9;2;1;7;2,0,8
271,100;100;6;5;9;3,2,60
260,75;25;4;4;7;10,2,206
782,25;100;75;5;4;10,3,3
155,6;4;1;6;6;1,0,18
205,6;7;9;10;1;1,0,7
547,25;75;75;10;1;10,3,0
650,50;75;75;100;3;9,4,267
806,50;10;6;9;10;1,1,10
612,50;75;75;7;4;10,3,51
303,100;100;1;8;3;2,2,74
898,100;75;100;100;2;7,4,9
184,25;25;4;6;7;7,2,63
555,50;50;100;6;9;9,3,55
899,50;25;2;5;8;6,2,26
751,25;100;10;9;7;1,2,61
953,75;50;75;2;5;8,3,6
480,25;4;7;4;9;7,1,50
788,4;6;5;4;9;8,0,13
405,8;6;1;8;2;2,0,0
938,50;75;6;2;3;10,2,18
300,6;2;7;5;4;9,0,332
196,9;6;4;8;9;6,0,37
237,75;25;75;4;9;10,3,155
602,100;25;75;8;4;6,3,63
568,50;1;3;5;9;9,1,5
685,2;6;3;2;2;6,0,0
921,25;25;75;100;2;8,4,3
128,100;100;50;10;1;10,3,6
252,75;100;9;2;5;6,2,526
349,25;100;5;6;1;6,2,10
863,75;25;75;9;5;9,3,0
991,25;50;50;75;10;3,4,5
294,25;25;50;4;8;10,3,18
639,100;100;100;50;5;2,4,0
541,50;100;10;7;10;10,2,0
183,25;50;50;75;5;1,4,12
435,25;50;75;1;5;3,3,105
466,75;75;100;1;3;1,3,0
702,50;25;100;25;3;10,4,8
245,100;50;100;50;8;6,4,0
776,7;1;1;8;6;6,0,1
250,4;4;2;9;7;7,0,25
153,50;100;10;5;7;7,2,128
901,25;100;75;75;5;8,4,9
306,50;25;100;25;5;3,4,29
989,4;9;10;4;1;3,0,6
241,100;9;2;9;6;10,1,47
769,100;50;9;3;10;3,2,26
619,50;100;25;75;6;1,4,58
196,75;75;6;5;8;7,2,123
443,100;25;100;2;4;4,3,6
311,10;3;10;3;2;7,0,11
354,75;7;9;5;9;7,1,7
667,75;9;7;8;10;4,1,78
287,50;8;6;9;1;4,1,126
322,100;50;5;9;5;6,2,15
189,75;50;25;75;6;9,4,33
584,6;7;8;1;5;8,0,8
823,6;1;9;2;5;2,0,0
598,50;50;50;2;7;1,3,8
431,50;4;10;10;4;1,1,8
521,50;50;75;3;8;6,3,5
832,50;100;75;75;8;2,4,1
734,10;10;2;7;2;1,0,0
735,10;5;7;5;3;4,0,85
561,100;75;25;1;8;6,3,28
990,8;5;3;6;6;5,0,31
785,5;7;3;7;8;6,0,26
455,50;5;1;7;2;9,1,325
396,100;2;1;9;7;9,1,41
374,25;75;50;4;7;1,3,107
868,2;6;9;8;8;3,0,4
607,75;25;75;75;3;7,4,35
966,50;7;4;1;3;10,1,34
138,100;4;4;6;9;5,1,180
947,50;3;9;6;6;8,1,3
949,25;9;6;6;7;8,1,2
804,100;50;6;9;4;8,2,75
999,100;3;2;4;3;9,1,91
955,25;100;50;75;10;1,4,6
801,100;100;1;2;7;6,2,72
912,25;50;8;7;6;3,2,127
717,1;7;9;2;7;7,0,0
780,25;10;5;5;8;5,1,30
223,25;6;10;7;4;5,1,171
194,25;100;50;75;4;3,4,103
394,100;25;25;6;5;4,3,106
497,75;100;4;7;1;1,2,32
707,50;25;75;50;3;3,4,2
451,100;25;75;6;9;9,3,2
798,75;10;4;9;1;1,1,11
819,75;100;50;3;7;10,3,5
768,25;8;2;3;10;4,1,166
252,25;75;50;8;1;8,3,3
460,6;4;8;9;5;3,0,57
991,10;8;3;9;4;7,0,12
554,100;3;6;1;1;4,1,0
824,100;75;25;10;8;3,3,12
330,50;50;100;25;2;8,4,6
485,25;1;1;2;5;4,1,9
794,100;3;6;10;9;3,1,9
738,50;100;7;2;9;9,2,78
994,75;7;6;2;8;4,1,97
987,75;75;75;25;1;10,4,0
603,25;25;2;10;9;4,2,28
320,25;75;4;5;8;7,2,404
107,75;25;75;6;4;7,3,126
435,50;75;2;8;8;5,2,120
846,50;8;8;9;10;4,1,48
724,75;100;5;9;6;5,2,10
644,75;100;4;9;4;10,2,64
219,25;100;100;25;10;1,4,3
530,75;100;75;7;10;2,3,58
684,25;25;8;8;6;2,2,12
663,100;8;4;1;10;10,1,0
535,100;50;100;9;1;1,3,0
603,25;100;7;8;6;8,2,22
615,50;75;100;25;3;3,4,4
333,1;2;7;5;8;7,0,16
381,25;25;4;7;3;1,2,11
882,100;75;50;8;8;8,3,0
761,100;50;2;5;5;7,2,10
284,5;2;9;6;8;6,0,37
978,5;10;7;8;8;3,0,4
105,25;6;3;7;9;1,1,350
962,50;75;75;9;8;4,3,5
862,100;4;6;2;6;3,1,6
312,9;1;6;5;8;4,0,195
154,3;9;10;4;9;1,0,79
226,50;100;75;75;6;4,4,51
553,100;75;25;75;9;6,4,29
517,100;50;25;3;3;8,3,85
682,50;3;4;5;1;8,1,5
880,3;6;1;8;9;8,0,20
680,75;25;50;25;10;6,4,30
362,25;2;3;6;1;6,1,15
632,5;7;2;10;2;10,0,13
278,75;50;75;25;5;4,4,30
981,1;10;9;10;5;8,0,15
740,8;7;6;5;7;7,0,17
845,100;3;10;4;8;2,1,34
704,25;75;75;8;7;7,3,1
446,50;75;75;75;4;9,4,30
849,75;25;50;1;1;8,3,25
705,75;50;1;6;6;8,2,30
572,25;100;7;3;7;8,2,21
955,100;100;25;100;4;4,4,0
172,50;50;1;1;8;7,2,10
840,50;100;9;9;10;3,2,70
242,100;75;25;75;4;1,4,12
123,50;50;25;50;9;7,4,299
990,75;8;4;1;3;5,1,37
291,50;25;100;4;6;9,3,330
629,1;10;6;5;3;1,0,0
406,100;5;2;5;4;9,1,84
835,25;25;5;2;7;6,2,34
749,100;25;50;25;5;7,4,17
687,2;8;8;5;5;3,0,3
670,4;10;7;1;2;5,0,27
244,50;100;100;2;8;6,3,158
880,25;50;50;25;8;9,4,10
838,100;100;75;100;8;6,4,1
820,3;10;6;7;3;1,0,4
547,50;50;50;7;7;9,3,0
585,2;10;8;4;5;6,0,18
890,25;50;50;4;4;8,3,0
122,50;50;50;10;4;7,3,19
475,10;1;3;7;7;3,0,0
818,75;25;50;100;8;4,4,48
995,25;75;100;75;4;2,4,0
517,10;8;8;1;3;3,0,0
518,100;25;75;9;4;9,3,66
889,50;75;75;5;5;10,3,0
887,75;4;4;8;2;2,1,0
323,50;25;5;2;6;7,2,112
708,75;25;6;3;2;5,2,13
474,75;75;9;10;9;7,2,7
405,50;75;50;50;2;9,4,3
513,50;50;100;1;7;1,3,0
236,75;75;3;9;7;8,2,27
706,7;3;1;9;4;8,0,3
247,100;4;1;4;5;4,1,1
413,75;75;5;1;8;3,2,24
763,3;2;1;4;8;2,0,0
694,100;100;100;5;8;4,3,0
397,100;75;9;3;4;7,2,62
699,8;4;4;5;5;10,0,0
629,50;25;100;9;7;6,3,34
282,50;25;50;50;8;3,4,18
414,75;25;50;75;4;2,4,2
707,50;50;9;2;3;1,2,5
494,75;25;50;3;8;10,3,17
108,25;50;75;25;8;5,4,119
842,75;1;10;4;10;6,1,9
905,25;50;75;1;9;5,3,22
671,4;9;4;7;4;2,0,0
517,2;4;10;4;5;2,0,0
367,50;25;3;7;5;1,2,116
475,75;75;3;6;9;2,2,47
441,50;100;25;50;3;10,4,3
833,50;100;100;6;6;4,3,8
216,100;75;75;25;3;6,4,592
535,3;3;7;6;7;5,0,0
918,75;25;75;7;10;2,3,45
466,4;7;3;6;5;8,0,14
805,50;25;75;9;10;1,3,15
356,25;75;10;6;1;6,2,45
778,50;25;4;9;9;10,2,9
233,75;75;4;7;5;9,2,53
118,1;9;3;1;4;5,0,31
592,50;75;3;9;9;1,2,6
576,50;50;9;3;4;9,2,24
519,50;50;7;9;8;9,2,10
885,7;7;4;6;7;3,0,30
668,50;50;50;25;1;10,4,0
493,50;2;1;2;3;3,1,4
901,100;100;75;50;6;2,4,10
112,50;100;6;3;5;9,2,441
720,25;25;100;75;3;2,4,26
627,50;75;7;2;5;8,2,84
252,50;75;25;25;2;1,4,164
994,25;10;4;4;4;8,1,9
414,25;25;25;3;7;7,3,3
589,9;3;9;5;10;10,0,4
213,50;50;100;50;6;8,4,0
583,25;50;75;25;1;7,4,19
843,100;100;75;25;2;4,4,9
644,100;75;50;50;7;10,4,20
741,6;1;4;9;8;8,0,9
702,25;75;25;100;2;2,4,32
764,25;100;2;3;7;10,2,34
107,100;50;50;3;1;7,3,98
531,50;2;8;9;7;6,1,185
377,25;25;6;9;3;8,2,35
248,9;2;10;1;3;6,0,37
869,25;25;10;7;10;10,2,3
544,75;3;3;4;10;4,1,25
368,1;1;8;6;4;5,0,13
820,25;100;1;6;2;10,2,179
527,25;100;50;9;6;5,3,7
657,50;50;10;6;2;3,2,56
981,75;50;75;7;9;4,3,6
107,100;50;75;10;8;3,3,526
552,100;50;25;3;3;10,3,39
566,100;100;1;7;10;9,2,8
811,100;3;9;2;10;9,1,59
540,75;75;75;1;1;2,3,0
579,50;75;75;9;8;8,3,10
350,75;50;75;3;5;10,3,439
961,50;1;1;6;7;9,1,1
862,75;2;8;8;9;5,1,16
264,75;75;7;5;7;5,2,6
591,75;100;9;5;2;7,2,81
941,9;4;1;5;1;9,0,0
367,4;2;7;9;6;10,0,63
935,25;50;10;7;1;9,2,4
489,75;6;1;5;5;6,1,5
958,75;50;7;4;5;5,2,8
852,25;50;100;50;5;9,4,3
563,6;8;3;8;10;2,0,23
147,75;8;5;4;1;8,1,178
719,6;3;2;3;7;7,0,0
812,7;2;10;10;10;7,0,2
122,75;50;25;3;3;4,3,167
632,50;25;9;4;5;2,2,133
748,100;6;4;9;8;9,1,84
416,10;3;2;7;10;1,0,16
149,25;100;9;5;2;4,2,229
727,25;1;9;4;9;7,1,10
591,100;100;75;8;6;8,3,66
692,100;5;9;1;2;2,1,38
610,25;3;1;10;8;3,1,31
553,50;75;7;3;3;10,2,27
984,75;100;75;3;7;1,3,0
211,75;3;1;10;1;3,1,25
748,8;6;10;6;1;5,0,2
328,75;5;10;2;9;6,1,107
326,50;75;4;5;7;9,2,105
350,25;50;75;25;6;9,4,194
475,50;50;7;3;4;9,2,81
134,75;25;3;3;9;2,2,431
631,25;100;9;1;10;10,2,18
845,7;10;1;9;2;4,0,8
531,25;25;100;25;7;7,4,3
764,2;1;2;3;6;9,0,0
362,75;25;25;3;10;4,3,45
985,100;10;5;6;5;2,1,78
159,100;8;9;6;3;1,1,225
951,50;10;5;10;1;3,1,2
496,50;75;100;100;10;2,4,8
773,75;75;1;4;3;2,2,1
289,25;50;50;6;9;2,3,10
591,100;2;6;3;6;3,1,180
928,5;7;10;5;2;3,0,0
234,25;100;50;75;9;9,4,65
769,2;9;4;10;10;9,0,10
986,25;25;75;3;6;8,3,0
596,50;9;4;10;3;9,1,28
377,75;100;50;2;8;4,3,246
741,25;7;1;3;7;3,1,1
536,6;2;9;6;5;10,0,67
298,100;2;6;1;5;10,1,91
316,75;2;7;4;5;4,1,341
251,100;100;75;25;3;5,4,7
905,75;50;75;50;5;6,4,68
951,75;75;50;50;5;1,4,12
634,100;100;100;75;2;9,4,1
263,4;8;4;5;8;4,0,3
410,25;75;25;2;4;8,3,4
815,75;25;25;25;10;1,4,9
976,50;50;50;5;5;3,3,0
655,4;10;1;8;9;6,0,17
932,50;50;100;75;9;3,4,2
950,50;50;50;75;3;8,4,45
140,75;100;25;1;1;6,3,6
152,50;3;4;9;3;2,1,296
981,25;25;100;50;5;2,4,5
944,25;75;75;25;2;4,4,0
236,100;10;5;5;6;10,1,17
772,8;8;1;3;2;2,0,6
481,25;75;50;10;4;4,3,43
606,100;25;100;4;9;1,3,2
243,25;100;1;2;10;5,2,85
720,50;100;100;2;10;2,3,73
693,75;50;9;6;10;4,2,147
313,50;50;6;6;6;4,2,0
423,50;5;6;3;4;6,1,88
226,50;6;10;9;5;9,1,75
962,4;10;2;4;10;3,0,9
253,50;7;4;8;2;7,1,53
720,50;100;75;1;2;9,3,40
324,75;5;1;10;10;6,1,130
183,25;75;50;7;1;3,3,94
329,50;100;7;3;4;9,2,97
432,25;100;25;75;10;3,4,5
464,25;75;6;10;1;4,2,89
528,75;100;100;2;2;2,3,4
137,100;100;2;6;8;7,2,26
889,25;75;25;50;2;4,4,0
944,50;7;8;9;4;10,1,20
259,75;25;75;100;9;3,4,45
888,100;25;50;25;5;2,4,3
428,25;9;9;5;1;8,1,26
555,75;100;75;3;9;5,3,144
200,25;25;75;25;3;10,4,144
171,75;100;8;5;4;1,2,287
651,75;25;25;100;2;7,4,2
531,50;9;1;5;6;5,1,28
518,25;9;6;1;5;1,1,1
728,100;75;75;75;9;2,4,0
580,8;10;8;2;9;10,0,24
391,50;50;25;2;2;1,3,0
497,100;100;5;10;8;9,2,15
322,50;100;50;100;1;5,4,0
873,75;75;5;2;3;8,2,16
880,100;100;50;1;4;3,3,0
104,100;75;25;75;2;8,4,133
238,75;6;5;4;5;9,1,51
196,100;75;25;2;3;6,3,380
970,25;2;1;6;4;4,1,6
631,25;50;6;5;7;8,2,36
353,75;100;5;7;5;3,2,74
632,100;75;9;6;6;7,2,18
315,50;10;8;10;3;9,1,155
686,7;6;9;3;9;8,0,26
940,100;1;2;6;4;8,1,31
122,75;100;75;3;1;2,3,67
408,8;3;3;8;7;10,0,47
323,100;4;7;3;1;5,1,105
812,25;25;75;3;4;4,3,33
566,75;75;9;7;3;3,2,19
470,50;100;50;7;7;2,3,5
766,100;100;6;7;2;10,2,51
383,6;1;5;2;6;3,0,4
378,6;7;2;7;8;5,0,92
977,25;50;50;100;10;5,4,4
616,50;75;25;8;9;5,3,97
872,100;25;100;25;1;1,4,0
649,100;100;25;7;2;4,3,4
567,50;25;6;5;3;6,2,54
738,25;50;25;50;4;4,4,0
544,3;2;9;3;8;7,0,20
580,25;3;9;6;7;6,1,9
449,50;1;3;6;5;5,1,72
421,75;25;7;5;3;2,2,45
156,75;100;25;1;2;1,3,22
133,100;75;75;50;8;2,4,416
660,8;4;9;2;8;5,0,60
621,100;25;3;1;1;8,2,4
273,25;25;50;50;6;3,4,9
932,50;3;1;9;4;6,1,11
933,8;8;9;5;8;9,0,0
909,100;1;9;3;1;6,1,219
737,25;50;75;75;4;10,4,5
513,9;8;7;10;7;6,0,142
356,25;9;1;6;7;1,1,22
884,25;50;100;2;6;5,3,0
936,50;8;1;6;3;7,1,57
503,50;25;50;8;7;10,3,55
498,100;25;50;4;7;2,3,50
268,25;1;4;8;9;8,1,95
870,50;1;4;7;2;1,1,2
330,100;25;6;6;9;8,2,22
383,7;8;2;5;6;9,0,156
573,25;75;50;75;4;8,4,6
158,6;10;10;1;6;7,0,23
115,75;50;8;3;10;9,2,1154
909,50;5;9;6;10;4,1,49
869,75;100;50;4;8;8,3,4
562,25;50;5;9;5;1,2,0
786,25;100;10;8;7;4,2,39
963,100;50;1;9;10;7,2,14
669,100;100;25;1;1;6,3,3
342,75;25;50;10;2;7,3,41
590,25;4;4;8;2;5,1,42
621,50;100;75;25;6;9,4,72
668,50;8;6;1;6;7,1,2
495,100;75;50;25;10;8,4,252
534,75;75;25;4;4;4,3,2
252,75;50;8;4;5;5,2,130
309,25;100;8;4;3;2,2,216
810,50;100;50;3;5;10,3,156
131,100;1;8;1;1;9,1,1
676,9;5;7;2;6;5,0,11
178,50;25;50;25;7;9,4,5
973,25;50;50;100;3;4,4,0
293,75;10;8;4;7;10,1,82
347,100;25;50;1;3;3,3,16
783,100;9;10;6;2;9,1,94
957,25;75;8;1;10;7,2,9
756,5;4;1;8;3;5,0,1
611,75;25;75;100;10;3,4,0
970,75;6;2;9;5;10,1,165
325,25;2;5;8;6;3,1,291
399,50;50;9;5;9;3,2,118
645,75;10;5;5;4;1,1,27
520,25;75;100;25;9;6,4,8
146,9;3;2;2;10;10,0,47
326,50;50;9;10;7;4,2,65
787,4;6;5;8;6;4,0,3
871,100;50;25;50;4;1,4,0
786,5;4;8;9;5;1,0,3
809,50;75;8;9;3;6,2,35
253,75;75;1;2;7;10,2,17
341,75;25;75;25;9;4,4,49
647,75;25;25;6;9;10,3,2
699,25;75;50;100;7;9,4,5
553,75;100;8;5;8;8,2,5
705,100;100;100;25;2;8,4,0
258,50;75;25;3;8;10,3,143
823,100;100;100;2;6;9,3,2
415,100;50;50;75;5;2,4,78
534,50;75;1;5;10;5,2,6
581,50;100;75;5;10;3,3,4
855,25;50;75;9;2;8,3,16
230,8;4;7;1;10;7,0,43
874,25;75;100;25;9;6,4,3
330,10;8;10;3;3;4,0,239
369,3;5;2;8;3;2,0,2
411,25;100;100;50;10;5,4,0
639,100;10;1;1;6;7,1,17
281,75;25;75;100;4;10,4,504
932,100;50;75;100;4;3,4,1
441,100;50;50;75;5;8,4,9
289,75;25;75;6;10;2,3,28
500,75;50;50;10;8;3,3,256
785,25;100;100;100;7;3,4,0
953,10;8;5;10;10;4,0,0
295,6;2;3;7;9;2,0,50
603,25;6;4;2;7;8,1,99
523,50;25;75;5;7;6,3,169
937,25;50;50;100;7;6,4,0
459,75;100;75;7;4;2,3,6
401,25;3;10;2;1;7,1,46
807,25;2;1;1;10;4,1,2
998,50;50;50;2;10;2,3,125
255,75;100;25;100;2;2,4,0
848,4;4;9;1;6;5,0,15
456,25;8;3;10;8;8,1,61
567,75;25;50;2;1;1,3,0
262,100;3;1;4;3;6,1,20
583,25;100;75;2;10;1,3,3
469,100;25;75;50;7;4,4,25
370,50;25;50;4;3;10,3,162
